_id,dataset_id,compressor,compressor_type,compression_memory,dataset_type,compression_time,compression_cpu_usage,compressed_size,original_size,decompression_cpu_usage,decompression_memory,decompression_time
6815dadc1969d4a304aecaec,YeMi,zstd,proposed,8.0,dna,0.59,0.0,17165.0,73689.0,0.0,0.0,0.2
6815dadc1969d4a304aecaed,YeMi,bzip2,standard,276.0,dna,0.59,0.0,19445.0,73689.0,0.0,868.0,0.47
6815dadc1969d4a304aecaee,YeMi,bzip2,proposed,48.0,dna,0.38,0.0,18206.0,73689.0,0.0,0.0,0.34
6815dadc1969d4a304aecaef,YeMi,zpaq,standard,1304.0,dna,0.98,0.0,17826.0,73689.0,0.0,0.0,1.0
6815dadd1969d4a304aecaf0,YeMi,cmix,standard,1204.0,dna,83.0,6.0,16677.0,73689.0,0.0,0.0,80.0
6815dadd1969d4a304aecaf1,YeMi,cmix,proposed,948.0,dna,42.0,6.0,17038.0,73689.0,0.0,0.0,41.0
6815dadd1969d4a304aecaf2,AeCa,7-zip,standard,520.0,dna,0.79,0.0,413954.0,1591049.0,0.0,0.0,0.41
6815dadd1969d4a304aecaf3,AeCa,7-zip,proposed,235.0,dna,0.35,0.0,392452.0,1591049.0,0.0,0.0,0.32
6815dadd1969d4a304aecaf4,AeCa,paq8px,standard,592.0,dna,237.0,6.0,375151.0,1591049.0,6.0,2038.0,235.0
6815dadd1969d4a304aecaf5,AeCa,paq8px,proposed,1740.0,dna,148.0,6.0,379821.0,1591049.0,0.0,0.0,147.0
6815dadd1969d4a304aecaf6,AeCa,bsc,standard,976.0,dna,0.57,0.0,385978.0,1591049.0,0.0,0.0,0.5
6815dadd1969d4a304aecaf7,AeCa,gzip,standard,284.0,dna,1.0,6.0,448626.0,1591049.0,0.0,0.0,0.36
6815dadd1969d4a304aecaf8,AeCa,zstd,standard,284.0,dna,0.81,0.0,400368.0,1591049.0,0.0,0.0,0.34
6815dadd1969d4a304aecaf9,AeCa,bzip2,standard,544.0,dna,0.77,0.0,428414.0,1591049.0,0.0,0.0,0.67
6815dadd1969d4a304aecafa,AeCa,zpaq,standard,2600.0,dna,4.0,6.0,380129.0,1591049.0,0.0,0.0,4.0
6815dadd1969d4a304aecafb,AeCa,cmix,standard,4984.0,dna,1686.0,6.0,371237.0,1591049.0,0.0,4944.0,1678.0
6815dadd1969d4a304aecafc,AeCa,cmix,proposed,2360.0,dna,684.0,6.0,374139.0,1591049.0,0.0,2350.0,673.0
6815dadd1969d4a304aecafd,HePy,paq8px,standard,1920.0,dna,240.0,6.0,379622.0,1667825.0,0.0,0.0,238.0
6815dadd1969d4a304aecafe,HePy,paq8px,proposed,2028.0,dna,155.0,6.0,384449.0,1667825.0,0.0,0.0,153.0
6815dadd1969d4a304aecaff,HePy,zpaq,standard,1424.0,dna,4.0,6.0,384418.0,1667825.0,0.0,0.0,6.0
6815dadd1969d4a304aecb00,HePy,zpaq,proposed,1304.0,dna,3.0,6.0,390579.0,1667825.0,0.0,0.0,4.0
6815dadd1969d4a304aecb01,HePy,cmix,standard,0.0,dna,0.0,0.0,0.0,1667825.0,0.0,0.0,0.0
6815dadd1969d4a304aecb02,HePy,cmix,proposed,0.0,dna,0.0,0.0,0.0,1667825.0,0.0,0.0,0.0
6815dade1969d4a304aecb03,HaHi,7-zip,standard,5944.0,dna,1.0,10.0,985661.0,3890005.0,0.0,0.0,0.51
6815dade1969d4a304aecb04,HaHi,7-zip,proposed,1304.0,dna,0.49,0.0,940562.0,3890005.0,0.0,0.0,0.42
6815dade1969d4a304aecb05,HaHi,paq8px,standard,4860.0,dna,545.0,6.0,888856.0,3890005.0,0.0,0.0,541.0
6815dade1969d4a304aecb06,HaHi,paq8px,proposed,836.0,dna,305.0,6.0,900401.0,3890005.0,0.0,0.0,301.0
6815dade1969d4a304aecb07,HaHi,bsc,standard,1696.0,dna,1.45,6.0,923676.0,3890005.0,0.0,0.0,1.0
6815dade1969d4a304aecb08,HaHi,bsc,proposed,1304.0,dna,0.87,6.0,924664.0,3890005.0,0.0,0.0,0.84
6815dade1969d4a304aecb09,HaHi,gzip,standard,292.0,dna,5.0,6.0,1084748.0,3890005.0,0.0,0.0,0.46
6815dade1969d4a304aecb0a,HaHi,gzip,proposed,1304.0,dna,0.86,6.0,948961.0,3890005.0,0.0,0.0,0.4
6815dade1969d4a304aecb0b,HaHi,zstd,standard,804.0,dna,2.0,6.0,975831.0,3890005.0,0.0,0.0,0.43
6815dade1969d4a304aecb0c,HaHi,zstd,proposed,1304.0,dna,1.78,0.0,936682.0,3890005.0,0.0,0.0,0.37
6815dade1969d4a304aecb0d,HaHi,bzip2,standard,1528.0,dna,1.78,0.0,1030924.0,3890005.0,0.0,0.0,1.06
6815dade1969d4a304aecb0e,HaHi,bzip2,proposed,1304.0,dna,0.67,0.0,954575.0,3890005.0,0.0,0.0,0.61
6815dade1969d4a304aecb0f,HaHi,zpaq,standard,2552.0,dna,10.0,6.0,902850.0,3890005.0,0.0,0.0,10.0
6815dade1969d4a304aecb10,HaHi,zpaq,proposed,836.0,dna,4.0,6.0,915768.0,3890005.0,0.0,0.0,4.0
6815dade1969d4a304aecb11,HaHi,cmix,standard,0.0,dna,0.0,0.0,0.0,3890005.0,0.0,0.0,0.0
